customer_id,total_revenue,order_count,segment
12597,3811.22,4,High-Value (VIP)
13435,3809.8900000000003,7,High-Value (VIP)
12668,3807.15,4,High-Value (VIP)
16145,3799.4900000000002,11,High-Value (VIP)
16655,3794.52,6,High-Value (VIP)
16168,3787.6,27,High-Value (VIP)
16019,3786.2400000000002,9,High-Value (VIP)
12562,3781.7400000000002,7,High-Value (VIP)
17173,3766.6,8,High-Value (VIP)
16904,3754.27,16,High-Value (VIP)
12429,3750.4,4,High-Value (VIP)
17238,3744.65,17,High-Value (VIP)
14145,3742.2,4,High-Value (VIP)
13552,3740.07,12,High-Value (VIP)
16570,3738.4,10,High-Value (VIP)
15808,3734.9700000000003,4,High-Value (VIP)
14282,3729.34,15,High-Value (VIP)
12502,3723.87,5,High-Value (VIP)
12647,3722.82,12,High-Value (VIP)
13680,3722.42,4,High-Value (VIP)
16240,3718.8,2,High-Value (VIP)
14364,3717.35,8,High-Value (VIP)
15845,3711.77,8,High-Value (VIP)
15622,3709.56,9,High-Value (VIP)
13148,3707.12,12,High-Value (VIP)
17819,3704.87,7,High-Value (VIP)
15379,3703.29,7,High-Value (VIP)
12553,3692.28,10,High-Value (VIP)
16253,3683.86,2,High-Value (VIP)
15581,3679.9700000000003,13,High-Value (VIP)
15296,3672.86,6,High-Value (VIP)
18079,3651.97,4,High-Value (VIP)
13137,3650.41,8,High-Value (VIP)
12417,3649.1,9,High-Value (VIP)
16712,3645.43,11,Core-Growth
13426,3641.32,10,Core-Growth
12619,3641.24,9,Core-Growth
16440,3640.67,5,Core-Growth
13381,3639.31,6,Core-Growth
17230,3638.41,8,Core-Growth
14543,3630.33,16,Core-Growth
17528,3628.5,8,Core-Growth
13327,3627.77,8,Core-Growth
13520,3624.35,6,Core-Growth
17576,3622.68,19,Core-Growth
14040,3614.92,12,Core-Growth
13082,3613.63,9,Core-Growth
15505,3610.96,5,Core-Growth
15113,3609.33,3,Core-Growth
16242,3603.21,7,Core-Growth
15484,3594.31,4,Core-Growth
14132,3586.0299999999997,11,Core-Growth
17203,3563.85,6,Core-Growth
17491,3558.87,10,Core-Growth
15544,3546.71,9,Core-Growth
12370,3545.69,4,Core-Growth
14503,3543.26,6,Core-Growth
13448,3539.37,6,Core-Growth
13334,3536.82,3,Core-Growth
12454,3528.34,1,Core-Growth
17160,3518.03,6,Core-Growth
13953,3515.68,7,Core-Growth
16360,3512.53,6,Core-Growth
14395,3507.71,9,Core-Growth
16131,3506.54,6,Core-Growth
14907,3501.1,7,Core-Growth
16458,3482.7400000000002,18,Core-Growth
13993,3466.36,9,Core-Growth
13014,3466.2799999999997,10,Core-Growth
17758,3456.7000000000003,8,Core-Growth
15410,3450.84,8,Core-Growth
13536,3448.29,7,Core-Growth
15129,3447.4,11,Core-Growth
15974,3442.15,7,Core-Growth
17725,3439.08,11,Core-Growth
15676,3435.76,3,Core-Growth
14221,3432.8,9,Core-Growth
12406,3415.3,2,Core-Growth
15981,3408.48,8,Core-Growth
13437,3408.06,7,Core-Growth
17669,3406.7200000000003,7,Core-Growth
13198,3401.2400000000002,6,Core-Growth
15228,3386.71,4,Core-Growth
13842,3385.62,9,Core-Growth
15708,3364.2400000000002,7,Core-Growth
16011,3362.71,16,Core-Growth
14227,3350.96,10,Core-Growth
16818,3349.57,11,Core-Growth
16607,3347.71,14,Core-Growth
17183,3347.31,6,Core-Growth
13015,3346.28,5,Core-Growth
12643,3344.64,6,Core-Growth
12613,3344.38,5,Core-Growth
12594,3338.2200000000003,10,Core-Growth
16556,3313.79,7,Core-Growth
13373,3312.25,3,Core-Growth
14841,3295.76,6,Core-Growth
14702,3292.14,17,Core-Growth
15632,3285.31,8,Core-Growth
12480,3281.63,4,Core-Growth
15764,3279.97,6,Core-Growth
17723,3276.4000000000005,6,Core-Growth
13952,3251.071,2,Core-Growth
13047,3237.54,10,Core-Growth
15443,3236.91,7,Core-Growth
17050,3228.84,6,Core-Growth
14175,3222.3,3,Core-Growth
13880,3219.77,13,Core-Growth
13268,3214.69,11,Core-Growth
14388,3212.84,8,Core-Growth
16107,3204.1600000000003,7,Core-Growth
17220,3198.25,14,Core-Growth
13868,3192.54,2,Core-Growth
17685,3191.53,7,Core-Growth
13758,3190.55,7,Core-Growth
14844,3189.81,4,Core-Growth
12456,3181.04,3,Core-Growth
17672,3178.17,2,Core-Growth
17231,3174.32,10,Core-Growth
16837,3170.98,11,Core-Growth
16041,3166.4,3,Core-Growth
15861,3165.36,8,Core-Growth
17863,3160.0,6,Core-Growth
15065,3158.13,4,Core-Growth
14235,3144.86,5,Core-Growth
13742,3131.02,12,Core-Growth
16156,3122.04,9,Core-Growth
13685,3119.44,7,Core-Growth
16326,3110.96,14,Core-Growth
16678,3109.99,12,Core-Growth
13869,3104.95,4,Core-Growth
14099,3104.17,11,Core-Growth
16905,3102.43,7,Core-Growth
15491,3100.09,6,Core-Growth
14257,3099.7200000000003,5,Core-Growth
14565,3099.12,4,Core-Growth
13135,3096.0,1,Core-Growth
17059,3095.04,5,Core-Growth
13362,3090.7400000000002,4,Core-Growth
15998,3089.97,5,Core-Growth
16218,3084.68,7,Core-Growth
18272,3078.58,6,Core-Growth
12910,3075.04,8,Core-Growth
13631,3070.42,11,Core-Growth
16686,3062.83,7,Core-Growth
14456,3062.4,9,Core-Growth
17799,3055.93,10,Core-Growth
16940,3049.88,3,Core-Growth
16393,3046.21,13,Core-Growth
16709,3029.87,5,Core-Growth
12598,3023.08,8,Core-Growth
12395,3018.63,12,Core-Growth
18094,3017.3,7,Core-Growth
12754,3010.74,3,Core-Growth
12916,3006.15,4,Core-Growth
15521,3000.2,8,Core-Growth
17659,2999.46,12,Core-Growth
17504,2997.0299999999997,9,Core-Growth
12670,2996.05,5,Core-Growth
14307,2995.72,6,Core-Growth
15687,2993.1,9,Core-Growth
14639,2984.49,6,Core-Growth
13451,2976.15,5,Core-Growth
14032,2975.59,11,Core-Growth
15854,2974.65,12,Core-Growth
16497,2965.69,6,Core-Growth
17924,2962.5,7,Core-Growth
14868,2953.59,8,Core-Growth
17084,2949.75,2,Core-Growth
17444,2940.04,3,Core-Growth
16316,2938.91,8,Core-Growth
14530,2925.91,6,Core-Growth
17512,2924.9900000000002,10,Core-Growth
15606,2920.16,9,Core-Growth
12906,2919.81,5,Core-Growth
14112,2915.15,7,Core-Growth
12438,2906.85,2,Core-Growth
17644,2895.64,11,Core-Growth
18144,2888.75,12,Core-Growth
12408,2888.55,5,Core-Growth
13735,2885.2400000000002,4,Core-Growth
16633,2883.1,6,Core-Growth
15673,2881.02,4,Core-Growth
14251,2879.7000000000003,5,Core-Growth
17728,2876.01,3,Core-Growth
14005,2874.72,5,Core-Growth
15628,2870.2400000000002,9,Core-Growth
14711,2868.8,11,Core-Growth
13901,2867.2,5,Core-Growth
14535,2864.19,3,Core-Growth
12685,2863.08,6,Core-Growth
18145,2861.55,4,Core-Growth
16928,2847.6,17,Core-Growth
15984,2837.67,10,Core-Growth
14852,2836.69,6,Core-Growth
14572,2832.84,7,Core-Growth
17596,2827.93,7,Core-Growth
14842,2824.69,4,Core-Growth
13174,2817.03,3,Core-Growth
16871,2812.34,6,Core-Growth
12356,2811.43,3,Core-Growth
14903,2810.63,5,Core-Growth
18230,2810.2000000000003,7,Core-Growth
13230,2806.97,14,Core-Growth
16081,2806.9,5,Core-Growth
16764,2799.25,13,Core-Growth
15993,2797.57,7,Core-Growth
13769,2796.51,10,Core-Growth
12578,2794.51,2,Core-Growth
12758,2791.59,2,Core-Growth
17739,2791.35,7,Core-Growth
14626,2791.27,4,Core-Growth
17213,2781.23,7,Core-Growth
12388,2780.66,6,Core-Growth
14121,2780.15,4,Core-Growth
17838,2779.3,5,Core-Growth
13870,2770.94,8,Core-Growth
15356,2766.5,10,Core-Growth
15114,2760.56,10,Core-Growth
14854,2759.83,7,Core-Growth
13971,2758.26,8,Core-Growth
15321,2748.31,3,Core-Growth
12669,2744.0299999999997,3,Core-Growth
14808,2741.17,8,Core-Growth
14125,2740.43,3,Core-Growth
15696,2736.46,8,Core-Growth
16938,2736.38,4,Core-Growth
16003,2735.37,5,Core-Growth
12840,2726.77,4,Core-Growth
12380,2724.81,4,Core-Growth
12708,2712.91,10,Core-Growth
15796,2711.56,8,Core-Growth
17069,2709.7000000000003,9,Core-Growth
13285,2709.12,4,Core-Growth
13654,2707.33,6,Core-Growth
14107,2703.23,7,Core-Growth
14732,2702.4900000000002,8,Core-Growth
18097,2697.8,6,Core-Growth
17386,2686.42,6,Core-Growth
12625,2683.82,2,Core-Growth
17346,2676.56,15,Core-Growth
13883,2674.48,5,Core-Growth
14713,2666.36,11,Core-Growth
12360,2662.06,3,Core-Growth
14439,2661.24,1,Core-Growth
15671,2657.13,7,Core-Growth
12721,2656.13,6,Core-Growth
13851,2651.46,3,Core-Growth
16618,2647.59,5,Core-Growth
18260,2643.2000000000003,6,Core-Growth
13658,2639.17,5,Core-Growth
17655,2638.94,7,Core-Growth
15752,2637.38,7,Core-Growth
13804,2635.79,7,Core-Growth
13771,2634.45,4,Core-Growth
12520,2634.26,5,Core-Growth
17402,2633.85,13,Core-Growth
18077,2633.0099999999998,11,Core-Growth
13422,2626.3,1,Core-Growth
13644,2624.26,4,Core-Growth
17965,2622.57,14,Core-Growth
18210,2621.38,6,Core-Growth
16255,2619.91,8,Core-Growth
14262,2618.23,8,Core-Growth
13021,2616.38,9,Core-Growth
15782,2614.7400000000002,3,Core-Growth
14397,2612.96,19,Core-Growth
12836,2612.86,4,Core-Growth
18075,2611.75,10,Core-Growth
12726,2609.1,7,Core-Growth
16241,2607.87,13,Core-Growth
13136,2607.61,5,Core-Growth
14408,2606.53,7,Core-Growth
13983,2603.43,12,Core-Growth
17317,2600.34,3,Core-Growth
12600,2599.04,10,Core-Growth
16919,2596.45,11,Core-Growth
13895,2593.07,4,Core-Growth
14243,2588.77,10,Core-Growth
15033,2586.67,10,Core-Growth
13911,2580.91,9,Core-Growth
14546,2578.09,5,Core-Growth
16912,2575.38,11,Core-Growth
15485,2575.0,3,Core-Growth
18245,2567.06,7,Core-Growth
16308,2560.0,4,Core-Growth
15572,2552.86,7,Core-Growth
14334,2552.21,8,Core-Growth
14701,2549.37,9,Core-Growth
14676,2548.2400000000002,6,Core-Growth
13344,2543.72,3,Core-Growth
14776,2538.3,11,Core-Growth
17700,2534.64,4,Core-Growth
13471,2531.58,4,Core-Growth
14659,2529.93,9,Core-Growth
17314,2527.92,8,Core-Growth
13975,2526.28,6,Core-Growth
17449,2520.86,7,Core-Growth
13394,2520.02,8,Core-Growth
15245,2515.84,3,Core-Growth
15271,2507.07,15,Core-Growth
12352,2506.04,8,Core-Growth
13695,2504.13,15,Core-Growth
12517,2502.84,5,Core-Growth
15932,2495.87,8,Core-Growth
16477,2494.46,7,Core-Growth
12483,2484.98,8,Core-Growth
12913,2483.63,5,Core-Growth
16710,2483.04,10,Core-Growth
14315,2481.13,6,Core-Growth
13507,2479.16,4,Core-Growth
13588,2478.95,9,Core-Growth
17682,2474.33,6,Core-Growth
17188,2474.23,7,Core-Growth
14766,2473.37,6,Core-Growth
14502,2470.67,11,Core-Growth
17164,2467.35,7,Core-Growth
12455,2466.86,6,Core-Growth
15750,2465.48,8,Core-Growth
17131,2463.17,5,Core-Growth
13784,2462.79,11,Core-Growth
15674,2446.6,5,Core-Growth
14163,2445.91,4,Core-Growth
15527,2429.78,8,Core-Growth
17071,2429.03,9,Core-Growth
13949,2427.32,6,Core-Growth
16143,2424.94,6,Core-Growth
17722,2424.04,4,Core-Growth
15089,2420.84,6,Core-Growth
15373,2415.91,12,Core-Growth
